"Major Department","Minor Department","Major Category","Minor Category"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","462 - ASIAN SOUP KNORR BROTH"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","461 - ASIAN SOUP KNORR"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","267 - ASIAN SNACKS KOK KAE PEANUTS"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","481 - ASIAN CREAM OF COCONUT KOSA"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","523 - ASIAN COCONUT MILK KOSA ORG"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","522 - ASIAN COCONUT MILK KOSA UHT"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","546 - ASIAN COCONUT MILK LUCKY DRAGON"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","547 - ASIAN COCONUT MILK LTE LUCKY DRAGON"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","149 - ASIAN RICE NOODLES LUCKY DRAGON"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","57 - ASIAN NOODLES LUCKY DRAGON"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","552 - ASIAN SOY SAUCE LUCKY DRAGON 450ML"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","184 - ASIAN INSTANT NOODLES MAMA"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","185 - ASIAN INSTANT NOODLES MAMA INSTANT"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","159 - ASIAN INST NDLE BOWL NONG SHIM 75G"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","255 - ASIAN SNACKS NONG SHIM"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","158 - ASIAN INST NDLES NONG SHIM"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","951 - ASIAN JUICES/DRINKS-RIBENA"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","145 - ASIAN RICE NOODLES ROSE BRAND"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","898 - ASIAN CONDIMENTS S&B WASABI"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","595 - ASIAN SOY SAUCE SAN J"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","795 - ASIAN CHILLI SAUCES SIMPLY NATURAL"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","685 - ASIAN SAUCES TAIPAN 350ML"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","200 - ASIAN RICE CRACKERS TAIPAN"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","625 - ASIAN SESAME OIL TAIPAN"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","415 - ASIAN CAN VEG TAIPAN BAMBOO"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","420 - ASIAN CAN VEG TAIPAN WTR CHSTNT"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","734 - ASIAN MIXES TAIPAN TEMPURA"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","418 - ASIAN CAN VEG TAIPAN CORN"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","154 - ASIAN INSTANT NOODLES TASTE/THAI"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","50 - ASIAN NOODLES TASTE OF THAI"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","678 - ASIAN SAUCES THAI FISH SAUCE"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","170 - ASIAN INST NDLES THAI KIT 45GR"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","682 - ASIAN SAUCES THAI KITCHEN"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","501 - 500 ASIAN COCONUT MILK THAI KIT 160"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","510 - ASIAN COCONUT MILK THAI PURE"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","500 - ASIAN COCONUT MILK THAI ORG"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","843 - ASIAN CURRY THAI KITCHEN"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","174 - ASIAN INST NDLES THAI NDL BOWL"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","178 - ASIAN INST NDLES THAI KIT RICE NDLE"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","161 - ASIAN INST NDLES TIGER TIGER"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","507 - ASIAN COCONUT MILK TOSCA"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","444 - ASIAN CAN VEG TOSCA CORN"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","53 - ASIAN NOODLES TUF"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","449 - ASIAN CAN VEG VH BEAN SPROUTS"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","660 - ASIAN SAUCES VH 341ML COOKING"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","667 - ASIAN SAUCES VH 341ML DIPPING"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","666 - ASIAN SAUCES VH 160ML POUCH"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","665 - ASIAN SAUCES VH 355ML STIR FRY"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","555 - ASIAN SOY SAUCE VH"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","662 - ASIAN SAUCES VH 740ML PLUM"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","830 - ASIAN CURRY VH"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","995 - ASIAN FOODSERVICE"
"1 - GROCERY","ETHNIC FOODS","21 - ASIAN","997 - ASIAN FOODSERVICE PORTION"
"1 - GROCERY","ETHNIC FOODS","25 - JAPANESE","510 - JAPANESE RICE PAPER B.DRGN WRP"
"1 - GROCERY","ETHNIC FOODS","25 - JAPANESE","700 - JAPANESE SOUPS MISHIMA"
"1 - GROCERY","ETHNIC FOODS","25 - JAPANESE","640 - JAPANESE SUSHI NICO"
"1 - GROCERY","ETHNIC FOODS","25 - JAPANESE","240 - JAPANESE DRINKS OKF 1.5L"
"1 - GROCERY","ETHNIC FOODS","25 - JAPANESE","245 - JAPANESE DRINKS OKF 500ML"
"1 - GROCERY","ETHNIC FOODS","25 - JAPANESE","520 - JAPANESE RICE PAPER ROSEBRAND"
"1 - GROCERY","ETHNIC FOODS","25 - JAPANESE","805 - JAPANESE CONDIMENTS WAFU DRESSINGS"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","355 - SOUTH ASIAN SNACK HALDIRAM 150GR"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","220 -  S.ASIAN CONDIMNT MAGGI BOULION"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","675 - SOUTH ASIAN CHUTNEY PATAKS"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","910 - SOUTH ASIAN SPICES QUALITY"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","450 - SOUTH ASIAN MEALS TASTY BITE"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","106 - SOUTH ASIAN FLOUR AASHIRVAAD"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","760 - SOUTH ASIAN PASTE ASIAN HOME"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","113 - S.ASIAN COOKIES BRITANNIA CAKE RUSK"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","112 - S.ASIAN COOKIES BRITANNIA RUSK 620G"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","110 - S.ASIAN COOKIES BRITANNIA"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","590 - SOUTH ASIAN TEA BROOK BOND"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","297 - S.ASIAN CONDIMENTS CASABLANCA HONEY"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","98 - SOUTH ASIAN JUICE CASABLANCA"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","75 - SOUTH ASIAN DRIED BEANS CLIC"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","951 - S.ASIAN JCE/DRINK FROOTI 6PK"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","104 - SOUTH ASIAN FLOUR GOLDEN TEMPLE"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","115 - S.ASIAN COOKIES GOOD DAY BISCUITS"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","601 - SOUTH ASIAN SAUCE KFI"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","785 - S.ASIAN PASTE KITCHEN OF INDIA"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","480 - SOUTH ASIAN MEALS KTCHN OF INDIA"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","335 - SOUTH ASIAN SNACKS KURKURE"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","602 - SOUTH ASIAN SAUCE MAGGI"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","405 - SOUTH ASIAN NOODLES MAGGI"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","870 - SOUTH ASIAN SPICE MIX MDH"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","295 - SOUTH ASIAN COND NANAK GHEE 1.6 KG"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","296 - SOUTH ASIAN COND NANAK GHEE 400GR"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","95 - SOUTH ASIAN FRUIT - NOOR DATES"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","170 - SOUTH ASIAN COOKIES - KREAMS"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","160 - S.ASIAN COOKIES PARLE-G"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","642 - S.ASIAN SAUCE PATAKS COOKING"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","700 - S.ASIAN SAUCES PATAKS 3-STEP"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","775 - SOUTH ASIAN PASTE PATAKS 284ML"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","643 - SOUTH ASIAN SAUCE PATAKS FOR 2"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","250 - S.ASIAN CONDIMT PATAKS PICKLES"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","265 - SOUTH ASIAN PAPPADUMS PATAKS"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","465 - SOUTH ASIAN MEALS PATAKS"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","291 - S. ASIAN CONDIMNT PRASAD GHEE"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","875 - SOUTH ASIAN SPICE MIX SHAN"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","771 - SOUTH ASIAN PASTE TRULY"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","617 - SOUTH ASIAN SAUCE VH POUCH 160ML"
"1 - GROCERY","ETHNIC FOODS","36 - SOUTH ASIAN","615 - SOUTH ASIAN SAUCE VH 341ML"
"1 - GROCERY","ETHNIC FOODS","41 - MARITIME","225 - MARITIME COOKIES BARGE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","600 - CARIBBEAN SNACKS GRACE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","260 - CARIB CAN FOODS GRACE ACKEES"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","255 - CARIBBN CANNED FOODS GRACE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","400 - CARIBBEAN CONDIMENTS GRACE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","110 - CARIBBEAN SAUCE GRACE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","210 - CARIB CAN MEAT GRACE SAUSAGES"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","550 - CARIBBEAN SOUP MIX GRACE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","250 - CARIB CAN FOODS GRACE COCONUT"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","540 - CARIBBEAN DRINKS GRACE CCNT WTR 500"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","750 - CARIBBEAN BULK GRACE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","200 - CARIB CAN MEAT GRACE CRND BEEF"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","150 - CARIBBEAN RICE MIX GRACE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","530 - CARIBBEAN DRINKS GRACE POP"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","230 - CARIBBN CAN MEAT GRACE FISH"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","390 - CARRIBEAN BAKING GRACE MEAL REPLACE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","520 - CARIB DRINKS GRACE PEANT PNCH"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","610 - CARIBBEAN SNACKS OVALTINE"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","620 - CARIBBEAN SNACKS SHIRLEY"
"1 - GROCERY","ETHNIC FOODS","46 - CARIBBEAN","510 - CARIBBEAN DRINKS VITA MALTA"
"1 - GROCERY","ETHNIC FOODS","51 - MEDITERRANEAN","995 - FOOD SERVICE ETHNIC"
"1 - GROCERY","ETHNIC FOODS","66 - MORROCAN","110 - MORROCAN SAUCE CONIMEX"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","405 - EAST EUROPE COFFEE AKAVA"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","250 - EAST EUROPE COOKIES BAHLSEN LEIBNIZ"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","300 - EAST EUROPE CONDIMENTS DALLA TERRA"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","400 - EAST EUROPE COFFEE DAVIDOFF"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","500 - EAST EUROPE NOODLES FARMERSGOLD"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","325 - EAST EURO COND HENGSBERG SAUERKRAUT"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","320 - EAST EURO COND HENSTENBERG GHERKIN"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","315 - EAST EURO COND HENSTENBERG MILDESSA"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","255 - EAST EUROPE COOKIES JULES DESTROOPE"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","150 - EAST EUROPE CONF KATJES"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","205 - EAST EUROPE CAKES KUCHENMEISTER"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","351 - EAST EURO COND KUEHNE GHERKINS"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","353 - EAST EURO COND KUEHNE CABBAGE"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","350 - EAST EURO COND KUEHNE SAUERKRAT"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","352 - EAST EURO COND KUEHNE MUSTARD"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","335 - EAST EURO COND LISC 500-796ML"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","330 - EAST EURO COND LISC 125ML"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","550 - EAST EUROPE BREADS MESTEMACHER"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","555 - EAST EURO MASTEMACHER BREAD"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","340 - EAST EURO COND MONDE"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","345 - EAST EURO COND PODRAVKA"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","450 - EAST EUROPE CANNED MEAT RUGENFISCH"
"1 - GROCERY","ETHNIC FOODS","75 - EASTERN EUROPEAN","200 - EAST EUROPE CAKES ST.MICHEL"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","150 - BRITISH DESERTS AUNTYS PUDDING"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","315 - BRITISH CONF BASSETS"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","146 - BRITISH CONDIMENTS BATCHELOR PEAS"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","151 - BRITISH DESERTS BIRDS CUSTARD"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","140 - BRITISH CONDIMENTS BISTO GRANULES"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","145 - BRITISH CONDIMENTS BISTO CURRY"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","100 - BRITISH CONDIMENTS BRANSTON PICKELS"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","455 - BRITISH JAMS BRILLIANT JAMS"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","135 - BRITISH CONDIMENTS BRIT GROCER CHUT"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","305 - BRITISH CONF CADBURY 200GR"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","306 - BRITISH CONF CADBURY CURLY WURLY"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","300 - BRITISH CONF CADBURY FLAKE"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","154 - BRITISH DESERTS CADBURY SPREADS"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","470 - BRITISH JAMS CHIVERS"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","265 - BRITISH COOKIES-CRAWFORD"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","309 - BRITISH CONF CADBURY 4PK"
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","105 - BRITISH CONDIMENTS HP SAUCE"
